Country,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Tajikistan,7209930.0,7364753.0,7527394.0,7697510.0,7874835.0,8059769.0,8252833.0,8454028.0,8663579.0,8880268.0,9100837.0,9100837.0
Timor-Leste,1055431.0,1074277.0,1093523.0,1113151.0,1132994.0,1153295.0,1174331.0,1196302.0,1219288.0,1243261.0,1267972.0,1267972.0
Tonga,103379.0,103890.0,103986.0,103562.0,102737.0,101768.0,101028.0,100781.0,101133.0,101998.0,103197.0,103197.0
Trinidad and Tobago,1314443.0,1320930.0,1328147.0,1336178.0,1344817.0,1353700.0,1362342.0,1370328.0,1377564.0,1384072.0,1389858.0,1389858.0
Tunisia,10414433.0,10525694.0,10635244.0,10741880.0,10847002.0,10952951.0,11063201.0,11179949.0,11303946.0,11433443.0,11565204.0,11565204.0
Turkey,70418604.0,71321399.0,72326988.0,73443863.0,74653016.0,75928564.0,77231907.0,78529409.0,79821724.0,81101892.0,82319724.0,82319724.0
Tuvalu,10314.0,10424.0,10530.0,10633.0,10739.0,10857.0,10972.0,11099.0,11225.0,11370.0,11508.0,11508.0
"Taiwan, China",23187551.0,23187551.0,23187551.0,23261536.2,23335521.4,23409506.6,23483491.8,23557477.0,23618200.0,23674546.0,23726460.0,23726460.0
Tanzania,41853944.0,43073834.0,44346525.0,45673338.0,47052481.0,48482266.0,49959822.0,51482633.0,53050790.0,54663906.0,56318348.0,56318348.0
Uganda,30431736.0,31411096.0,32428167.0,33476919.0,34559168.0,35695246.0,36912148.0,38225453.0,39647506.0,41162465.0,42723139.0,42723139.0
Uruguay,3340221.0,3349676.0,3359275.0,3368934.0,3378974.0,3389439.0,3400434.0,3412009.0,3424132.0,3436646.0,3449299.0,3449299.0
United States,304093966.0,306771529.0,309326085.0,311580009.0,313874218.0,316057727.0,318386421.0,320742673.0,323071342.0,325147121.0,327167434.0,327167434.0
Uzbekistan,27302800.0,27767400.0,28562400.0,29339400.0,29774500.0,30243200.0,30757700.0,31298900.0,31847900.0,32388600.0,32955400.0,32955400.0
St. Vincent and the Grenadines,108393.0,108287.0,108255.0,108316.0,108435.0,108622.0,108861.0,109148.0,109459.0,109827.0,110210.0,110210.0
Venezuela,27635832.0,28031009.0,28439940.0,28888369.0,29362449.0,29783571.0,30045134.0,30081829.0,29846179.0,29390409.0,28870195.0,28870195.0
